text,labels
Video of Muslims violating lockdown conditions in Old city (Hyderabad).,1
Jimmy Kimmel tweeted a video which said VP Mike Pence carried empty PPE boxes.,1
COVID-19 comes from rhino horns.,1
Video shows the effectiveness of face maks while sneezing using a spray can.,1
Zamora has canceled Holy week due to the coronavirus.,1
"A graphic purportedly shows a news bulletin about an alleged extension of a COVID-19 lockdown in the Philippines until May 30, 2020, has been shared repeatedly in multiple Facebook posts claiming to reference a government announcement.",1
Coronavirus stays in the throat 4 days before reaching the lungs and gargling lukewarm water with vinegar and salt can kill it.,1
"A claim has been shared thousands of times on Facebook and Twitter in Sri Lanka that the ruler of Sharjah, one of the seven emirates of the United Arab Emirates (UAE), banned burials of people who died after contracting the novel coronavirus.",1
"Renata Vasconcellos, one of Brazil’s most famous news anchor, contracted COVID-19.",1
"A video has been viewed hundreds of thousands of times on Facebook, Twitter and YouTube which claims that eating papaya salad can help to prevent infection from the novel coronavirus, which causes the disease COVID-19.",1
The FBI raided a Jewish synagogue in New York that hoards N95 masks.,1
“Everyone is only dying of coronavirus now.”,1
Coronavirus patients develop lung fibrosis but you can diagnose by holding your breath.,1
The maps shows the cases by provinces in Turkey.,1
Coronavirus hits a 15% fatality rate.,1
Photo shows the dorm rooms where the ones turning back from Mecca were quarantined.,1
Prolonged use of mask can cause hypoxia.,1
"Video of women fleeing from a quarantine center during the current lockdown in Shivaji nagar, Bangalore.",1
The spread of the new coronavirus was planned by the Rockefellers years ago.,1
Scientists found that 80% of world population is immune to COVID-19.,1
Italian prime minister admits Italy is lost.,1
"In Bawana, India, this man was preparing to spread the coronavirus by injecting spit into the fruit.",1
Elderly COVID-19 patients won’t have access to respirators,1
Smoking cigarettes protects you from the coronavirus,1
Having a patent on a virus means we have created the virus.,1
Actor Daniel Radcliffe tested positive for covid-19.,1
An image of a truck dumping fresh tomatoes onto an empty field has been shared thousands of times in multiple Sinhala-language Facebook posts which suggest it shows a scene in Sri Lanka.,1
The posts claim it illustrates the government’s failure to help farmers to sell their produce during a coronavirus lockdown.,1
Brazilians lighting candles after PM Modi’s call to stand in solidarity against the coronavirus.,1
Russia has released 500 lions to enforce the quarantine for COVID-19.,1
CDC announces thennew coronavirus can survive on surfaces for up to 17 days.,1
Video showing a Muslim man throwing notes to spread coronavirus,1
The Cuban antiviral Interferon Alfa 2B is used in China to treat patients with the new coronavirus.,1
Education Ministry announces all students are passing the actual course without making exams because of coronavirus.,1
Vitamin C stops or slows novel coronavirus.,1
The new coronavirus created by China in a laboratory to “kill 1% of its population”.,1
Does vaping reduce your chances of getting the coronavirus?,1
Arbidol is a miracle cure for COVID-19.,1
Did Amazon Solicit Donations to Help Pay Worker Sick Leave?,1
North Korean leader will execute anyone who is infected with the new coronavirus.,1
"A video of a woman who identifies herself as Isabel Bellostas Escudero, alleged “doctor” and “pediatric researcher,” who recommends the consumption of Vitamin C to prevent the coronavirus.",1
Eating salt on the onion will eliminate the coronavirus.,1
"Close-up of a bat soup bowl eaten in Wuhan, or elsewhere in China.",1
"Indian Prime Minister Narendra Modi: China has no faith, no election and no freedom.",1
China has only GDP but is losing it.,1
"Besides, nothing left in this country but violence and lies.",1
Video of Muslims applying their saliva to plates and spoons to spread the coronavirus disease.,1
20 million Chinese people converted to Islam after it was proven that the coronavirus does not affect Muslims.,1
Purported advisories urging residents to stay indoors while national air force helicopters spray disinfectant over homes to kill off the novel coronavirus have been circulated online in Sri Lanka and the Philippines.,1
Radio host Rush Limbaugh compares novel coronavirus to “the common cold.”,1
France decided to end the quarantine due to its negative effect on the economy.,1
A list of precautions has been issued by the Indian Council of Medical Research (ICMR-Delhi) to stay safe from the COVID-19 virus.,1
Man collapses and dies on the road due to the novel coronavirus.,1
"A photo of Wilson Witzel, governor of Rio de Janeiro, having lunch at a restaurant by the sea.",1
"On the caption, it says that while the population of Rio is in lockdown, the governor is enjoying a fancy meal in Angra dos Reis.",1
Soap and hand sanitizer can be used to kill coronavirus in the body.,1
Video shows pigs buried alive.,1
Link between thrombosis and coronavirus “change all” current treatments for patients.,1
"A photo claims that military vehicles are combating COVID-19 in Palermo, Italy.",1
Cannabis may prevent coronavirus from entering the body.,1
Artemisia herbal tea was certified by WHO as a cure for COVID-19.,1
The Spanish political party Vox assures that the government is hiding the images of hundreds of coffins in a parking lot.,1
A photo shows the novel coronavirus.,1
"A satellite map by the Royal Dutch Meteorology Institute (KNMI) showed lowered nitrogen levels since the coronavirus crisis, which would supposedly indicate nitrogen levels in the Netherlands are unrelated to the Dutch agricultural sector.",1
"Coronavirus is a lie, it was caused by 5G and the goal is to implant the entire population with microchips.",1
Video shows Italy turning to Islam after giving up by the Italian authorities,1
Huawei stopped donating masks to Europe.,1
"A post says that, on 3/22/20, 793 people died in Italy and included 232 kids.",1
An Italian deputy says that 96 percent of the deaths of coronavirus are for other diseases.,1
"A video shows a meeting between American billionnaire Bill Gates and Senegalese president Macky Sall, who agreed to test COVID-19 vaccines in Senegal.",1
Green tea is effective in preventing infections.,1
Russian President Putin released 500 lions onto the streets to keep people indoors.,1
The caption says the first one is from a COVID-19 patient.,1
WHO establishes COVID-19 as a pandemic the day after receiving donations from Bill Gates.,1
Prolonged use of masks causes lack of oxygenation.,1
COVID-19 is a bacteria and not a virus according to a study by Italian doctors.,1
U.S. Speaker of the House Nancy Pelosi said she won’t pass new economic stimulus package unless senior citizens are excluded.,1
"Asymptomatic people are very rarely contagious, said the WHO.",1
"CBS News used pictures from a hospital in Bergamo, Italy, in a report about New York to mislead viewers.",1
Former RBI governor Raghuram Rajan held IMF conference to roll out new economic recovery plan.,1
A video on Facebook and YouTube purports to show billionaire businessman Jack Ma praising China’s response to the outbreak of the novel coronavirus.,1
"Prolonged use of mask causes hypoxia, oxygen deficiency, fatigue and loss of reflexes.",1
"In 2015, the National Health Institute of the United States, under Barack Obama, gave 3.7 million dollars to the Institute of Virology in Wuhan.",1
Image showing actions taken by Italy on the beaches to reduce the spread of coronavirus infection.,1
A study by Spanish biologist Bartomeu Payeras i Cifre proves that there is a connection between 5G and outbreaks of the coronavirus.,1
Seven ambulance workers are infected with coronavirus in Catalonia.,1
Mosques and synagogues are the only holy places to be opened during French confinement.,1
The Government of Andhra Pradesh has made Kanipakam temple a quarantine center for coronavirus suspects.,1
Former Sri Lankan state minister Nalin Bandara was charged for making liquor at his Kuliyapitiya house.,1
A graphic video has been viewed tens of thousands of times in multiple posts on Facebook and Twitter alongside a claim it shows two Islamist extremists killing a Hindu man in the Indian state of Rajasthan during India’s COVID-19 lockdown.,1
"Gargling with Betadine kills germs or reduces their numbers in the throat before they go down to the lungs, and a statement by Eleni Jamarely, professor of infectious diseases, claims that HIV is transmitted more easily from the new coronavirus through the spoon at communion.",1
Video of people of Italy saying goodbye to the world by standing outside a masjid in Milan as they couldn’t control the spread of COVID-19 (SARS-COV-2) virus.,1
Davao City Mayor Sara Duterte said that local government units (LGUs) should be blamed for why the P200-billion cash assistance has not reached constituents.,1
“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”.,1
U.S. Rep. Ilhan Omar said she wants Americans to wear traditional Muslim coverings to avoid spreading the coronavirus.,1
An image shared on Facebook proves that US Army planes have dropped on Italy capsules containing COVID-19 to poison Italians.,1
The coronavirus has been “released” by China […] it was purposely propagated by the Chinese themselves.,1
Video shows Italian people greeting and clapping for China during the COVID-19 emergency.,1
"The original form of the Corona COVID-19 virus after being enlarged 2,600 times",1
The most affected areas of coronavirus are at a latitude of 40 degrees.,1
“Rivers in Oklahoma are full of catfish carrying the virus.”,1
"Myrtle Beach, South Carolina, reported 220,000 new coronavirus cases in 72 hours.",1
Israel has the best situation in the world in the face of the coronavirus pandemic without isolation measures.,1
Migrant worker caught venturing out at night and robbing during lockdown.,1
Photo shows a man was cured of COVID-19 by hydroxychloroquine.,1
SO2 map proves the massive human cremation in Wuhan.,1
Kitchen foods plus morning sunshine can prevent and cure coronavirus.,1
A vaccine for the new coronavirus has been created by US scientists and will be ready to use from next Sunday.,1
A claim has been shared thousands of times in multiple posts on Facebook and Twitter that an emergency decree issued in Thailand due to the novel coronavirus pandemic included a strict curfew.,1
Indian government is giving 5000 rupees as relief funds for every citizen during the lockdown.,1
An emergency department closed in a Spanish hospital.,1
"A photo shows two military vehicles transported by a truck on the highway, near Paris, to be used for the French population’s confinement.",1
Singapore defeated the coronavirus in just 20 days without a single death.,1
A pavilion will be opened in Fraga (Huesca) due to an increase in the number of COVID-19 cases.,1
Boldo tea can cure COVID-19 in three hours.,1
"An article attributes to the UN Secretary General, Antonio Guterres, a supposed call to create a global government with a single leader.",1
China killed pigs over fear of coronavirus.,1
"“All Missouri businesses can open Monday, May 4, under our new Order as long as new guidelines are followed.”",1
Countries without 5G are free from coronavirus,1
"Catalonia, Valencia and Aragon cancel classes in schools, colleges and universities because of coronavirus outbreak.",1
The disaster management act in India prohibits posting messages regarding COVID-19 and would attract punishment to those who don’t obey.,1
Women’s inhouse gatherings are banned due to the outbreak.,1
"President Donald Trump implemented “a travel ban that just didn’t work, 400,000 people got in from those countries that were subject to the restrictions.”",1
An article claims that a nearly $50 million United Nations humanitarian aid package to Ecuador is conditional on the South American country legalizing abortions.,1
A recipe for homemade alcohol: Mix 3 parts of ethanol with 1 part of water.,1
"In North Carolina, “you can be charged with a class H felony for wearing a mask and concealed carrying.”",1
Use of air conditioning will be banned in Turkey because it increases the spread of the new coronavirus.,1
A 2015 study is the proof that SARS-CoV-2 was made in a lab from combining two other viruses and that was the way it spread.,1
5G mobile networks are linked to the coronavirus outbreak.,1
Did Uninsured Teen Die of COVID-19 After Being Denied Treatment?,1
Did the TV Show ‘My Secret Terrius’ Predict Coronavirus?,1
Does ‘Every Election Year’ Have a Coinciding Disease?,1
A fake quote of Vice President Leni Robredo suggesting to “inhale cough back” to prevent the spread of the 2019 novel coronavirus.,1
"A blog site claimed Kogi State Governor in Nigeria, Yahaya Bello, tested positive with COVID-19.",1
Goodwill Industries International has fired all its employees because of the coronavirus pandemic.,1
Danes are drinking less alcohol during the coronavirus crisis,1
Indian opposition leader Rahul Gandhi suggested that schools and colleges should reopen from 1st June on an odd-even basis.,1
Pigeon feces slurry can cure coronavirus.,1
RSS (a right-wing group in India) chief Mohan Bhagwat said that coronavirus has shaken his belief in religion.,1
This is a map of India redesigned by an American CEO where he marked the Indian states population which is almost equal to population of some of the countries.,1
He tried to explain to his employees that India is indirectly handling COVID-19 situation of so many countries.,1
Kalonji seeds (Nigella Seeds) contain hydroxychloroquine and can help cure COVID-19.,1
Charles de Gaulle aircraft carrier’s marines have been cured from COVID-19 thanks to chloroquine.,1
A Kenyan senator is giving away cash to all Kenyan citizens to help them through the COVID-19 outbreak.,1
The mayor of Guayaquil in Ecuador lied about her health condition,1
A tent will be set up next to the Viamed de Calahorra hospital (La Rioja) to carry out rapid tests for coronavirus.,1
WHO says Ibuprofen drugs can make the coronavirus live longer.,1
Coronavirus was discovered by Ali Mohamed Zaki in 2012.,1
Christine Lagarde says the elderly are living too long.,1
"NY Governor Andrew Cuomo did not reject buying 16,000 ventilators in 2015.",1
A picture claiming that the UN would have accused the Italian government of “violating human rights” during the COVID-19 lockdown.,1
"Photo of several people lying on the ground in the middle of the street, allegedly in China.",1
A video of a television presenter where she says “thank God things get complicated” referring to the coronavirus in Germany.,1
Spanish authorities are not arresting people who attend mass.,1
COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.,1
"For a couple of weeks, an advertising image has been shared on WhatsApp inviting you to buy a supposed homeopathic medicine for the new coronavirus, developed in the city of Barranquilla.",1
Helicopters Are Spraying Disinfectants To Try To Eradicate coronavirus.,1
A video claims to show a plane carrying medical supplies to China.,1
90 percent of violence against women calls to 911 in Mexico are not true.,1
The use of 3 drugs for respiratory disease vía nebulization helps to the treatment for COVID-19.,1
"A photo shared hundreds of times on Facebook claims to show the American cable news channel CNN describing cases of COVID-19 in Nigeria as “false”, accusing the government of making them up to embezzle public funds.",1
The Disaster Management Act 2005 is going to be implemented in India; no citizen is allowed to post any update or share any forward related to COVID-19.,1
Video shows that those who do not obey the curfew in India are punished by being placed with COVID-19 patients.,1
A photograph that claims that the pavilion set up in Madrid with beds for homeless people is not being used.,1
Indian Council of Medical Research and a hospital in Delhi have come up with a 21 point list for preventing COVID-19 in the future.,1
Palm oil is a simple solution for coronavirus,1
Facebook post claiming that the government of Germany is giving €300 bonus a month for every child with their €130 billion stimulus package following the COVID-19 crisis.,1
Philippines President Rodrigo Duterte said he has been warning of the COVID-19 “since the beginning.”,1
Hot bathes and sweating treatments can cure the disease; the virus dies at 40 degrees and the immune system gets stronger with every degree of fever.,1
The United Kingdom will be locked down by tonight.,1
Army soldiers take to the UK streets.,1
Increasing border controls will stop coronavirus from spreading.,1
Claim that scientists from John Hopkins University say that one can protect oneself against the new coronavirus with warm water and Listerine.,1
Bill Gates predicted coronavirus.,1
"In the midst of the coronavirus crisis, Prime Minister Mette Frederiksen has received a salary increase.",1
"No, Holding Your Breath is Not a ‘Simple Self-Check’ for Coronavirus.",1
Are the Unvaccinated Being Forcibly Rounded up in Oklahoma?,1
Does This Restaurant Receipt Show a COVID-19 Surcharge?,1
Vitamin C is a miracle cure for the novel coronavirus.,1
"A Jordanian health minister testifies before the millions, telling the world the truth about Covid-19.",1
A kid was named “Gattel Covid” after the Ministry of Health’s subsecretary and the name of the disease.,1
Loss of smell as a symptom of COVID-19 has not been demonstrated.,1
McDonald’s offers Combo Coupons in Mexico because of COVID-19.,1
Popular Indian film actor John Abraham was caught violating lockdown while roaming in his Lamborghini.,1
A person died of hematemesis in Beitou.,1
He was then diagnosed with 2019n-Cov.,1
Wear a mask in Taipei.,1
A list of precautions issued by the Indian Council of Medical Research (ICMR-Delhi) to stay safe from the COVID-19 virus.,1
"An image of a man carrying his old mother on his back shows migrants travelling to their homes in India, amidst lockdown.",1
Australian hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1
Numerous Danish news reports stating that all kinds of vaccines are just about ready.,1
"The WHO announced that among many medicines, the best coronavirus killer is nicotine.",1
IPhoto shows people falling dead on Italian streets from COVID-19.,1
Claim that says the only effective cure for novel coronavirus is simple herbal tea.,1
"Coronavirus life span in a single place is 8 hours, and the Janata Curfew in India is for 14 hours.",1
"Thanks to 12 hours of Janata Curfew, the virus will be killed.",1
The “proper” way to wear a surgical mask is blue side out if you are sick and white side out if you do not want to be infected by the virus.,1
Cristiano Ronaldo bought private island to escape coronavirus.,1
Netflix gives spoiler on city screens to discourage people from going out.,1
"Onion could be used to cure COVID-19, as it did for the Spanish Flu in 1918.",1
Influenza and coronavirus vaccines are more likely to cause upper respiratory tract infections.,1
All COVID-19 tests shows positive result.,1
"“Italians remove EU flag and put the flag of the PR of China,” the headline says, suggesting that such a phenomenon is happening in Italy … people are removing the flag of the European Union and are replacing it with the Chinese flag.",1
"In the video, the woman who is asking to take the coronavirus seriously is the wife of the Prime Minister of Canada.",1
Video shows migrants vandalizing public property in Surat during the COVID-19 lockdown.,1
A news story by Italian TV RAI proves coronavirus was created in lab by Chinese government.,1
"This is a person with coronavirus in Calella, Barcelona (2/13/20).",1
The WHO considers canceling the Mecca pilgrimage.,1
"A French doctor is quoted as saying that US billionaire Bill Gates wants to sell a COVID-19 vaccine in Africa, but it’s poisonous and will “destroy” Africa.",1
"A video has been viewed more than one million times in multiple posts on Facebook, Twitter, YouTube and TikTok which claim it shows people in Italy chanting “Allahu Akbar” and seeking “help from Allah” during the coronavirus pandemic .",1
Video shows a baby was delivered with its amniotic sac because the mother has COVID-19.,1
“Entire city of Mumbai will be under military lockdown for 10 days starting from Saturday.,1
So please stock everything.,1
Only milk and medicine will be available.”,1
Donald Trump announced that Roche will launch a vaccine for coronavirus next Sunday.,1
A photo shows what COVID-19 does in the throat.,1
A doctor named Leslie Chow discovered the coronavirus and died after contact with coronavirus patients.,1
An armored vehicle was so full of corpses that it slipped off a trailer.,1
A video shows Chinese people celebrating overthrowing the coronavirus.,1
India has developed a treatment for coronavirus.,1
Audio message warns of the arrival of COVID-19 at Suba hospital in Columbia.,1
"Tedros Adhanom Ghebreyesus, Director-General of the WHO, is against social distancing.",1
"1720, 1919, 2020… Every hundred years, a pandemia “cleans” the Earth.",1
Abascal and Casado have voted to fire Spanish workers who became ill due to COVID-19.,1
"COVID-19 is large in size, where the cell diameter is 400-500 micrometers.",1
"For this reason, any mask can prevent its entry.",1
A situation update allegedly from Kenya’s Citizen TV stating the number of COVID-19 cases.,1
Wearing a mask during an extended period leads to a lack of oxygen called “hypoxia”.,1
Pandemics occur every 100 years.,1
It is called a new world order.,1
They reduce the world population.,1
This is an image of a suspected coronavirus vaccine causing COVID-19.,1
A video with a group of people cutting the bodies of various carcasses and vultures crowding around them to feed.,1
"In the text included in the video, the following is said: “This is what the media does not want you to know, in Asia they do not know what to do with so many deaths due to the coronavirus, they bury them, they burn them and now they give them to them feeding the vultures.”",1
The novel coronavirus is not a new virus.,1
Says Nancy Pelosi’s “daughter is on the board of the Kennedy Center so that’s why it was so important to send them all that money.”,1
Having 14 face masks is enough.,1
They can be reused every 14 days since the incubation period is 14 days.,1
Claim that Fox news said that Trump tested positive for COVID-19.,1
"Italian people are throwing their money, now useless because of COVID-19, in the street.",1
"The number of COVID-19 deaths in Ceará state, Brazil, fell by 90% after an operation by the federal police to investigate frauds with the death toll.",1
52 thoroughbred horses need homes.,1
Will go to Sugarcreek this Sat.,1
Gentleman died due to COVID-19 and his son wants nothing to do with them.”,1
Person who fainted at a subway station has COVID-19.,1
Claim that the Jordanian Health minister says COVID-19 is a conspiracy in a video.,1
"If people violate the quarantine measures in Ukraine, they will be imprisoned.",1
35 Italians tourists don’t want to leave Ethiopia and go back in Italy because of the coronavirus.,1
"Manir Hossain, a 23-year-old man from India’s Tripura, died in a hospital in Malaysia due to the new coronavirus.",1
A WhatsApp message that the European Union wants to relax vaccination regulations so that the COVID-19 vaccine is available more quickly since “Gates and his accomplices seem to be in a rush to administer it” although “it probably equates to a genocide”.,1
"The Social Security System (SSS) in the Philippines “approved financial aid worth P20,000 for every member,” to assist those affected by the novel coronavirus pandemic.",1
There has been vaccine for coronavirus (COVID-19) since 2001.,1
Models projecting COVID-19 deaths “are talking about without mitigation.”,1
Did Trump Blame Obama for ‘Bad’ COVID-19 Tests?,1
"The article claims that two anesthesiologists, spouses working in Sistina Hospital in North Macedonia with the most at-risk patients, sent a message to stay home.",1
Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.,1
"Social media posts and online articles shared tens of thousands of times claim that the foundation of billionaire philanthropist Bill Gates tested a polio vaccine in India that left at least 490,000 children paralyzed.",1
Image of an old man carrying his mother and walking claimed to be migrants walking home due to the lockdown.,1
"A video has been viewed tens of thousands of times in multiple Facebook, Instagram and YouTube posts which claim it shows people in China toppling a 5G tower because of fears that it cause the novel coronavirus.",1
COVID-19 stimulus checks are an advance on 2020 tax refunds.,1
Is McDonald’s Giving Free Lunches to School Kids During Pandemic?,1
"According to WHO, no vegetarian has been affected by coronavirus because it needs animal fat in the body to survive.",1
"Claim that according to the New York Times, US ballistic-missile submarine USS Tennessee has eight confirmed cases.",1
"Since the submarine was on a mission for 119 days, it indicated that the virus was originated from the US.",1
23 new COVID-19 cases confirmed in Mombasa.,1
A video clip by U.S. Television station WCVB virtual channel 5 is being shared on messaging platform WhatsApp as proof that the US has allegedly arrested “the man who manufactured and sold the coronavirus to China.”,1
The largest hole in the ozone layer over the Arctic region has healed due to the COVID-19 lockdown.,1
Empty hospital lots and waiting rooms are indicative of a coronavirus hoax.,1
Romanian president Klaus Iohannis says a school reopened in France for an experiment and it failed.,1
Many pupils were positive.,1
Former Iraqi President Saddam Hussein talks about the coronavirus.,1
A video has been viewed thousands of times in multiple posts on Facebook and YouTube alongside a claim it shows an empty church in Italy after almost all of its congregants died from the novel coronavirus.,1
A photo of three nurses forced to wear trash bags as protection against novel coronavirus in Brazil.,1
Are people dying in the streets like Ecuador?,1
Trump says that as president he has “total” authority to re-open states amid the COVID-19 pandemic.,1
Although Germany closes its borders refugees and migrants may still come in and they will not be medically checked for coronavirus.,1
Amitabh Bachchan gave 500 million rupees to the Mumbai government to fight the coronavirus.,1
People who are sick with coronavirus continue to be injected with sea water.,1
Many have been saved.,1
"Is China Seeking Approval to Kill 20,000 Coronavirus Patients?",1
The army is requisitioning coronavirus protection material in Catalonia.,1
Video of COVID-19 infected woman from East Manipur.,1
Video showing dead bodies of coronavirus patients in Osmania Hospital’s mortuary.,1
It is not pneumonia but thrombosis that kills.,1
From today patients with coronavirus are given heparin.,1
An ancient Egyptian food consisting of dry Corchorus Olitorius with lemon and garlic can prevent and cure COVID-19.,1
Government on India’s plan for exiting the lockdown in five phases.,1
Taiwan is running out of gauze because all gauzes are manufactured in China.,1
A photo shows a memo from the World Health Organization on the protocol and procedure of lockdown periods in India.,1
“Georgian blood is unique.,1
"It may prove useful to fight COVID-19″. According to the article, doctor Dick Longballs from the Virology Research Center in the city of Hartford, the U.S. state of Connecticut, who is involved in developing a vaccine against COVID-19, discovered that Georgian blood contains special particles.",1
“OSHA says masks don’t work” to reduce COVID-19 transmission “and violate OSHA oxygen levels.”,1
The WHO is offering monetary help to buy medicines and food during the emergency.,1
Posts that are circulating on Facebook say that people need to eat alkaline food in order to prevent a novel coronavirus infection.,1
The word “coronavirus” on disinfecting spray reaffirms that the virus was known before the outbreak and could be planned.,1
Video showing how Germans are converting to Islam in large numbers.,1
Video shows trucks in Brazil discarding food lost due to isolation.,1
Gargling with warm water and salt or vinegar eliminates the coronavirus.,1
Video shows lockdown and social distancing violation outside a liquor shop in Delhi.,1
Viral video shows a man having great difficulty breathing.,1
Even the medical team keeps a safe distance from this man.,1
These videos are shared as a patient suffering from COVID-19.,1
An image of the Argentinian President Alberto Fernández with officials during the pandemic without masks and without respecting social distancing.,1
A Chinese market caused the new coronavirus (video).,1
"It was claimed that the BCG vaccine, given to all Indians mandatorily after birth, makes them immune to coronavirus.",1
"Asian giant hornet have been killing people in several countries, in an attack worse than the COVID-19 pandemic.",1
"Iran’s deputy Health Minister: This year we have had 13,200 flu cases which caused the death of 108 people.",1
Our population is a fourth of the U.S. population.,1
"Last year, they had 28 million flu cases which resulted in 16,000 deaths.",1
Yet nobody is restricting travel.,1
Posts shared on Facebook and WhatsApp claim a South African hospital found that traces of the novel coronavirus had survived on the surface of fresh food items for 12 hours during lab tests.,1
Wuhan has imposed a second lockdown after a resurgence of COVID-19 cases.,1
Utility companies Manila Electric Company (Meralco) and Maynilad Water Services Inc are waiving their billings for March 2020 due to the coronavirus crisis.,1
Israel does not have COVID-19 deaths thanks to a cure made of baking soda with lemon.,1
"A card claiming to exempt the holder from wearing a face mask in public the real deal, sanctioned by the government.",1
A NYC Man With Suspected coronavirus Drops Dead in the Middle of the Street.,1
Drinking sips of water prevents the new coronavirus.,1
A video clip shows the hanging bodies of a mother and child who have committed suicide in Gujarat because they did not have food during the current COVID-19  lockdown.,1
Queensland issued travel warning for Wuhan and Chinese-populated areas in Australia.,1
People driving cars and motorcycles without masks will receive traffic tickets in Brazil.,1
"Only certain face masks are effective and others, such as cloth masks, are not.",1
"In France, Mulhouse’s ice rink has been converted into a morgue.",1
Physical exercise reduces the infection risk by 50%.,1
Helicopters will spray Spanish cities to disinfect them from coronaviruses.,1
These are measures that protect from novel coronavirus.,1
A chart shows how the Bolivian government received more than 500 million dollars to combat COVID-19.,1
"Masks are useless, even harmful.",1
The new coronavirus is artificial and has been created in the British labs.,1
Denmark has more coronavirus cases per capita than China.,1
Chinese President Xi Jinping visited Muslims to understand why they are not contracting COVID-19.,1
The list shows the medicines issued by a doctor in Gangaram (India) hospital to alleviate coronavirus symptoms.,1
"The caption states that while Globo advocates for lockdown, its employees are hanging out in fancy restaurants during the COVID-19 epidemic.",1
Rapper Eminem contacted coronavirus.,1
"Alcoholic gel left in the sunlight in a car made the car door melt, as this picture shows.",1
A widely shared image on social media of people dressed in military fatigues walking through Clapham Junction claims to be proof that the government is locking down the area or London more widely because of the new coronavirus.,1
A video shows coronavirus patients at an airport in China and gauges how serious the situation is.,1
This video shows a coronavirus patient in Mexico persecuted by the press.,1
An image has been shared thousands of times in multiple posts on Twitter and Facebook which claim it shows overgrown shrubs at a theme park in Malaysia during a coronavirus lockdown.,1
U.S. Vice President Mike Pence delivered empty boxes of PPE to a hospital as a publicity stunt.,1
"Kazakhstanis could have had the coronavirus in the fall or winter 2019, but due to the lack of test systems at that time, the disease remained undetected.",1
This video of the French education minister answering a TV interview from its water closet is authentic.,1
"“Since the reopening of (the state of Georgia), we’ve seen our COVID rate skyrocket by 40%.”",1
"Ron Johnson said Americans should go back to work, because “death is an unavoidable part of life.”",1
Tanzania has developed a coronavirus drug called COVIDOL that can cure COVID-19.,1
The coronavirus was created and patented by an American lab two years before the pandemic.,1
Image of police punishing people in Indian state of Assam for violating the curfew.,1
Author Dean Koontz foresaw the coronavirus outbreak in his book.,1
Medical University in Vienna has published a study about Ibuprofen and coronavirus.,1
"During the coronavirus crisis, Danes are eagerly googling words like “divorce lawyer” and “divorce papers”, Danish media writes.",1
"Tasuku Honjo, Japan’s Nobel prize-winning immunologist, says that the coronavirus is not natural, did not come from bats, and was manufactured by China.",1
Gargling with baking soda and hot water kills the coronavirus.,1
This video shows an FBI raid into a synagogue to requisition medical devices.,1
European Health Organization (EHO) announced that eating beef can cure coronavirus.,1
You should wear the colored side of the mask on the outside when you are sick and the white side on the outside when you are healthy.,1
Leader of North Korea Kim Jong-Un visits an infected woman without wearing a mask.,1
Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,1
A health expert surmises that the new coronavirus might not spread in Nigeria because of the hot temperature.,1
There are one hundred children infected with COVID-19 in the main hospital in Lima.,1
A Dutch minister said that “giving money to Portuguese politicians is like putting a cat in a sardines basket”.,1
"Ratan Tata, Indian industrialist spoke about how the Indian economy would bounce back and that he did not believe experts predicting a slowdown.",1
A claim that a trolley collector at a supermarket in the Australian state of New South Wales tested positive for the novel coronavirus in March 2020 has been shared hundreds of times in multiple posts on Facebook.,1
Eight COVID-19 patients in Ghana have recovered.,1
Monkeys are stealing food from a hospital in South Africa.,1
The vaccine against the new coronavirus has existed since 2001.,1
WHO has issued guidelines on how to implement lockdown in the country.,1
"As per those guidelines, after April 14 lockdown in India will be relaxed for 5 days and will be re-imposed.",1
"Walmart, Amazon, Kroger, Target and Costco stores — while staying open during the COVID-19 pandemic — “have not had any reported cases” of employees contracting the coronavirus.",1
President of Madagascar Andry Rajoelina asked African countries to leave World Health Organization.,1
"Kenya has received a donation of 500,000 COVID-19 test kits from the Jack Ma Foundation.",1
Ireland is in the first phase of a lockdown sequence.,1
“It is not safe to receive a letter or a package from China.”,1
WHO advises population to avoid having unprotected sex with animals.,1
"116 of the Constitution, a “state of emergency” will be implemented in Mexico that will limit the free movement of people to combat the #COVID-19 epidemic.",1
There is science behind Indian Prime minister Modi’s 5 p.m. clapping initiative: Clapping generates vibration which can kill coronavirus.,1
"Also, 3/22/20 is Amavasya.",1
Can You Get Free Baby Formula During COVID-19 Crisis by Calling the Company?,1
Whatsapp message contains multiple health advises.,1
"Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",1
Photo of a family which committed suicide due to hunger during the lockdown.,1
"After coronavirus pandemic, Chinese president said it’s China’s time to lead the world.",1
“COV 19” was found inscribed on a circuit board for a 5G mast.,1
Drinking tea can help cure COVID-19.,1
The Uruguayan Air Force announced that it will spray disinfectant from a helicopter to eradicate the new coronavirus.,1
"The biological research laboratory Ruilan Bao Hu San Biotech Limited in Shanghai, the city where #coronarvirus originated, has a logo like that of the Umbrella Corporation of RESIDENT EVIL and corona is an anagram for Racoon.",1
